crop_category,soil_category,rainfall_category,Pathway,NH4_load,P_load
14.0,1,1,0,,1.6440258258989699e-12
14.0,1,1,1,,3.516864270048482e-07
14.0,1,2,0,,2.96212549081996e-08
14.0,1,2,1,,5.590062554896757e-07
14.0,1,3,0,,3.56419691934014e-07
14.0,1,3,1,,1.0742059775264898e-06
14.0,1,4,0,,9.66387774913649e-07
14.0,1,4,1,,1.8169620800932173e-06
14.0,1,5,0,,2.05390922305093e-06
14.0,1,5,1,,3.7053324217221834e-06
14.0,2,0,1,,2.1332833825794477e-07
14.0,2,1,0,,5.22521844072193e-11
14.0,2,1,1,,1.979325299610545e-07
14.0,2,2,0,,3.68545399326046e-08
14.0,2,2,1,,3.060150441534072e-07
14.0,2,3,0,,3.64047288523616e-07
14.0,2,3,1,,5.935284183046555e-07
14.0,2,4,0,,7.385646866183291e-06
14.0,2,4,1,,8.320060800669669e-07
14.0,2,5,0,,1.96011211800811e-06
14.0,2,5,1,,1.8122679417609925e-06
